,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,function_check,boolean_check,if_else_check,course_feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
366,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-01-27 03:19:31 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was studying for a term test for this course,I was working on assignments for this course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Okay,"ASCII encoding, if statement",I completely understand,I somewhat understand,I do not understand,please do more complicated examples with if statements!,1010440202.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,okay,0.9,3.0
367,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-01-27 03:17:22 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0103 - Beck Lecture Recording,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,Yes,I am up-to-date,Interesting,Use \ to connect several line of code,I somewhat understand,I completely understand,I somewhat understand,"Professor got sick this week, hope we get better and back to lecture next week. Professor and TA look all kind and try to make Lec, Tut, and Pra become interesting.",1010118668.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,interesting,1.7,3.0
368,"APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241","320246, 320129, 320307","APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241",2024-01-27 03:15:34 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Distracted with non-academic activities","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",2-4 hours,Yes,I am up-to-date,Suspicious,Using modules to create desired functions.,I somewhat understand,I somewhat understand,I completely understand,I have no feedback,1010376102.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,suspicious,-1.5,3.0
369,"APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241","320276, 320231, 320111","APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241",2024-01-27 03:15:12 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Coding along with the instructor on my device,Trying to solve the breakout problems,I was studying for a term test for this course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am up-to-date,Happy,none for now,I somewhat understand,I completely understand,I completely understand,none for now,1010061745.0,LEC0101,TUT0101,PRA0103,Track-One,LEC0101,False,False,True,happy,2.7,3.0
370,"APS106H1-S-TUT0106-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0102-20241","320315, 320262, 320129","APS106H1-S-TUT0106-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0102-20241",2024-01-27 03:13:58 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",The lecture times make them challenging to regularly attend,"I prefer the teaching style in another section(s),I prefer the scheduling of the lectures in another section(s),I prefer the room of the lectures in another section(s)","Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,LEC0102 - Moosavi Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Challenging,,I somewhat understand,I completely understand,I completely understand,,1009837349.0,LEC0101,TUT0103,PRA0101,Civil,LEC0101,False,False,True,challenging,0.6,2.0
371,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241","320111, 320294, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241",2024-01-27 03:05:30 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0101\, Thursday\, 10 - 12 pm,PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,Yes,I am up-to-date,Okay,comparing strings,I completely understand,I somewhat understand,I completely understand,none,1010083491.0,LEC0101,TUT0103,PRA0101,Civil,LEC0101,False,False,True,okay,0.9,3.0
372,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0101-20241","320129, 320285, 320168","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0101-20241",2024-01-27 03:02:57 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,"PRA0101\, Thursday\, 10 - 12 pm",Less than 2 hour,No,I am up-to-date,Good.,None at the moment.,I completely understand,I completely understand,I completely understand,Pretty good and enjoyable course thus far.,1009045846.0,LEC0102,TUT0102,PRA0101,Chemical,False,LEC0102,False,True,good ,1.9,3.0
373,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241","320129, 320246, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241",2024-01-27 02:59:26 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",2-4 hours,No,I am up-to-date,excited,Everything is fine,I completely understand,I completely understand,I completely understand,"Nothing much. It is an interesting course, particularly since it's my first time coding",1009815210.0,LEC0102,TUT0105,PRA0105,Mechanical,LEC0101,LEC0102,False,True,excited,1.4,5.0
374,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-01-27 02:56:15 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","I was working on assignments for this course,The lecture times make them challenging to regularly attend,Other",Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities,I was working on assignments for this course","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",4-8 hours,Yes,I am starting to fall behind,Sleepy.,"if statements, functions, min and max functions, print and return",I somewhat understand,I somewhat understand,I completely understand,Please continue to provide support and make lectures more engaging. Thank you.,1010532461.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,sleepy ,0.0,3.0
375,"APS106H1-S-PRA0104-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320239, 320285, 320111","APS106H1-S-PRA0104-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-01-27 02:54:00 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,cool,ord functions,I completely understand,I completely understand,I somewhat understand,"Very comfortable so far

 ",1009974422.0,LEC0101,TUT0102,PRA0104,Civil,LEC0101,LEC0102,False,True,cool,1.3,3.0
376,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241","320129, 320307, 320246","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241",2024-01-27 02:45:11 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,"LEC0101 - Kinsella & Goodfellow Lecture Recording,LEC0102 - Moosavi Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording",I did not attend any lab/practical sessions this week,4-8 hours,No,I am up-to-date,Amazing,function,I somewhat understand,I completely understand,I completely understand,All good!,1010179815.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,amazing,2.8,3.0
377,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-01-27 02:41:09 UTC,I did not attend any lectures this week,I was working on assignments for this course,Other,Other,"Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,Yes,I am up-to-date,okay,,I somewhat understand,I somewhat understand,I somewhat understand,,1010154155.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,okay,0.9,0.0
378,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241","320129, 320307, 320246","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241",2024-01-27 02:32:51 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,Following the lecture by looking at the content and listening to the instructor,"Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",2-4 hours,No,I am up-to-date,Great!,,I completely understand,I somewhat understand,I completely understand,,1009904230.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,great ,3.1,3.0
379,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-01-27 02:26:56 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",2-4 hours,No,I am starting to fall behind,Overwhelmed,Accessing the Jupyter template that is used in class ,I do not understand,I somewhat understand,I completely understand,The current speed of the class is reasonable,1009959555.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,overwhelmed,0.2,3.0
380,"APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241","320323, 320149, 320262","APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241",2024-01-27 02:25:10 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,Yes,I am up-to-date,nice,,I completely understand,I completely understand,I completely understand,,1010192612.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,nice,1.8,3.0
381,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320168, 320276, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-01-27 02:24:53 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",The lectures are not an effective learning tool for me,Other,Following the lecture by looking at the content and listening to the instructor,"Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0101\, Thursday\, 10 - 12 pm",Less than 2 hour,Yes,I am up-to-date,Prepared,I am up to date with the content topics ,I completely understand,I completely understand,I completely understand,I am competent with the current lecture experience,1010007635.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,prepared,0.9,2.0
382,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-01-27 02:07:14 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,excited,conditional statements,I completely understand,I completely understand,I completely understand,I think MY150 can be somewhat distracting when so many people are having side conversations. Other than that I think that the learning environment has been positive to me.,1010293852.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,excited,1.4,3.0
383,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-01-27 02:03:28 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,if if if if if ,,I completely understand,I completely understand,I completely understand,no,1009947792.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,if if if if if ,0.0,2.0
384,"APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241","320307, 320246, 320129","APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241",2024-01-27 01:57:05 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Distracted with non-academic activities","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,No,I am up-to-date,Ahead,,I completely understand,I completely understand,I completely understand,,1010286209.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,ahead,0.0,3.0
385,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241","320111, 320239, 320299","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241",2024-01-27 01:51:38 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems,Distracted with non-academic activities","Katia (TUT0104\, Monday\, 10 - 11 am)",,"PRA0104\, Thursday\, 12 - 2 pm",Less than 2 hour,No,I am starting to fall behind,Reclaiming,"elif, breakout problems on Friday/Thursday",I somewhat understand,I somewhat understand,I completely understand,,1010086871.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,reclaiming,0.0,3.0
