,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practice_problems,progress_check,comment_one_word,confused_topics,midterm_prepare,midterm_surprise,string_methods_check,string_indexing_check,feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
329,"APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241","320328, 320270, 320149","APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241",2024-02-10 05:14:50 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,I did not attend any lab/practical sessions this week,No,I am up-to-date,Understandable ,,past exams from skule ,not really,I somewhat understand,I somewhat understand,,1010308686.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,understandable ,0.0,3.0
330,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241","320129, 320307, 320246","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241",2024-02-10 05:13:19 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was studying for a term test for this course,I was studying for a term test for another course",I did not attend any tutorials this week,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Cautious,I am starting to get confused about objects (and how exactly they’re different from modules that contain functions). I also wasn’t able to understand much of the files things.,"I watched the recording of the midterm review, looked at the lectures/notebooks, did some practice problems from each week, and completed some past midterms. The past midterms and lectures were most helpful.","Nothing was especially surprising, however, I struggled in finding a way to code mathematical models (such as the Fibonacci question).",I somewhat understand,I somewhat understand,,1010303011.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,cautious,-0.4,3.0
331,"APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241","320253, 320129, 320315","APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241",2024-02-10 05:09:47 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,"I prefer the teaching style in another section(s),I prefer the room of the lectures in another section(s)","Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",Yes,I am up-to-date,Looped,Just need to go over object focussed programming now. It’s new for me.,"For term test 1, to prepare I did 3 of the past midterm exams, attended the chem club help session on Wednesday, as well as Prof. Kinsellas Friday help jeopardy lecture. I did some practice problems and practiced writing code on paper.","I was a little surprised by the amount of while loops present on the exam, but generally I felt that the exam went ok. Understanding the Fibonacci question took a few reading attempts, but besides that the exam was concise.",I somewhat understand,I completely understand,Generally I feel the course is enjoyable and good.,1010230359.0,LEC0102,TUT0106,PRA0106,Mechanical,LEC0101,LEC0102,False,True,looped,0.0,4.0
332,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0103-20241","320276, 320149, 320231","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0103-20241",2024-02-10 05:07:04 UTC,"Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",I was studying for a term test for this course,,"Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,irritated ,,"Went over course notes, past papers, did practice problems, went to Chem Club review session",Fibonacci sequences & factorials,I somewhat understand,I completely understand,,,,,,,False,False,LEC0103,False,irritated ,0.0,2.0
333,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320299, 320111, 320239","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-02-10 05:06:35 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Distracted with non-academic activities,I was working on assignments for this course,I was working on assignments and/or projects for another course","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,Challenged,"The various string methods, and I'm still working to grasp/apply the idea of OOP.","I used tutorial recordings, past midterms, and practice problem sets, the latter two of which were most helpful.",Knowledge about hardware (though brief) was not something I expected to show up.,I somewhat understand,I completely understand,,1009897471.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,challenged,-0.4,3.0
334,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241","320285, 320224, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241",2024-02-10 05:05:02 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I have fallen behind,defeated,"while loops, indexing, slicing","The way I prepared for Term Test 1 was by doing all of the practice problems, I did all of the textbook readings, looked over the lecture slides and I did past term tests. I think the most helpful resource was the textbook because it explains things very well or the lecture slides because they went over the key concepts.","Yes, I was very surprised by the last 2 questions. I did not know how to do either of the long answer coding questions and I tried really hard to understand what was going on, but I was very stuck on them. I was very confused because I am not the greatest at while loops, and that was on the majority of the midterm.",I completely understand,I somewhat understand,None!!,1010011657.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,defeated,-2.1,3.0
335,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-02-10 05:02:02 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems,Distracted with non-academic activities,I was studying for a term test for this course,I was studying for a term test for another course,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Okay,,practice problems and textbook - challenges in textbook were very useful ,The multiple choice with Chr and Ord,I somewhat understand,I somewhat understand,N/a,1010102381.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,okay,0.9,3.0
336,"APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241","320315, 320253, 320129","APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241",2024-02-10 05:01:55 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was studying for a term test for another course",,,"Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,"PRA0106\, Friday\, 3 - 5 pm",Yes,I am up-to-date,wonderful,,The Jupyter notebook lecture notes and tutorial recordings were very helpful.,Fibonacci :(,I somewhat understand,I somewhat understand,,1010423579.0,LEC0102,TUT0106,PRA0106,Mechanical,False,False,False,False,wonderful,2.7,0.0
337,"APS106H1-S-TUT0107-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0102-20241","320323, 320239, 320129","APS106H1-S-TUT0107-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0102-20241",2024-02-10 04:54:48 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was studying for a term test for this course","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,,Yes,I am up-to-date,angry,the whole files situation leaned this week.,"reviewing lectures
making study sheet
attending review sessions
Past midterms (most helpful)","Question 4 and 5. They were way harder than last year and even the year before. I knew what I was being asked and how to do it, but I couldn't understand the math to actually execute the code (mainly question 5) if that makes sense.",I completely understand,I completely understand,,1009100205.0,LEC0102,TUT0104,PRA0104,Civil,False,LEC0102,False,True,angry,-2.3,3.0
338,"APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241","320246, 320129, 320307","APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241",2024-02-10 04:53:05 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Distracted with non-academic activities,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",Yes,I have fallen behind,Terrible,"While loops

Objects in Python",I did what I could. I revised the concepts using the completed jupyter notebooks that my prof posted. I understood the concepts when I was reading through them. I also attempted some of the practice problems that were posted for the past two weeks and I also attempted some of the past papers. I think that the practice problems would have been the most helpful.,"Yes. The paper up until and including question 3 was fine. However, questions 4 and 5 were completely unexpected. Yes, we had been told that while loops were fair game on the test, however, my friends and I were under the impression that we would be more rigorously tested on the concepts and ideas preceding while loops since we had been able to spend much longer on those. While loops were something we covered two lectures before the term test. I was not expecting the most important questions on the exam to be on a topic that we had only had a fraction of the time to become familiar with. I was expecting the last write the code questions to test our ability to apply concepts that had, for lack of a better word, time to marinate and us get more comfortable with. I wouldn't't have even minded if those where much harder applications of things like if statements. I just wish that we had been given chances to show our understanding of while loops in questions that were weighted less because we had less time to understand while loops in comparison to if statements and the like.",I somewhat understand,I somewhat understand,I do not have any other feedback other than what I wrote for the term test.,1010376102.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,terrible,-2.1,3.0
339,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-02-10 04:51:48 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","I was studying for a term test for another course,I was working on assignments and/or projects for another course",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Excited,"Methods, Objects","Past Term Tests, Lecture Slides, Practice Problems","No. 

 ",I do not understand,I do not understand,"I think the course is going well so far, but I am starting to fall behind. I will use this weekend to catch up on the course. ",1009821187.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,excited,1.4,2.0
340,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-02-10 04:43:46 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Trying to solve the breakout problems,I was working on assignments for this course","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording",I did not attend any lab/practical sessions this week,No,I have fallen behind,"Overwhelmed, frustrated","Methods and specifically how much about methods we actually have to know, as well as what the difference is between the different ways to read files.","I used the past midterms, which were only helpful for the multiple choice and the first short answer. However, since most of the questions on our test were heavily math-based (unlike past midterms), I found it didn't quite prepare me for this midterm.",The fact that two of the most weighted questions on the midterm were heavily math-based and not just one - because all the other past midterms were more logical and used common sense rather than an understanding of mathematical concepts.,I do not understand,I do not understand,,1009959555.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,"overwhelmed, frustrated",-2.4,3.0
