,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,video_materials,practice_problems,progress_check,comment_one_word,confused_topics,previous_exp,aps106_future_use,coding_future,python_setup,languages,variable_check,expression_check,operator_check,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
364,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0104-20241","320111, 320224, 320299","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0104-20241",2024-01-13 06:19:07 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,,Following the lecture by looking at the content and listening to the instructor,LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,"I recently got switched to this course, so I am not completely sure yet. However, I feel that the Quercus website is well set up and easy to follow.",None yet.,I have never written a single line of computer code,2,Yes,Yes,,I somewhat understand,I somewhat understand,I somewhat understand,,,,,,LEC0101,False,False,False,i recently got switched to this course  so i am not completely sure yet  however  i feel that the quercus website is well set up and easy to follow ,4.3,1.0
365,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241","320111, 320285, 320224","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241",2024-01-13 06:13:28 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",None,Yes,I am up-to-date,I really enjoyed. ,,I can write code at an intermediate level,3,Not sure,Yes,"Matlab,Java,Javascript,HTML/CSS",I do not understand,I do not understand,I do not understand,1010173170.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,i really enjoyed  ,2.3,3.0
366,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320168, 320294, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-01-13 06:09:25 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,None,Yes,I am up-to-date,comfortable,adjusting to the new syntax (previously worked with java),I can write code at an intermediate level,2,Not sure,Yes,Java,I completely understand,I completely understand,I completely understand,1010083491.0,LEC0101,TUT0103,PRA0101,Civil,LEC0101,False,False,True,comfortable,2.3,3.0
367,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241","320129, 320246, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241",2024-01-13 06:06:04 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,Intrigued. ,,I can write some code but just the basics,4,Yes,Yes,"Python,Matlab,Other",I completely understand,I completely understand,I completely understand,1010415944.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,intrigued  ,0.0,3.0
368,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241","320239, 320111","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241",2024-01-13 05:44:54 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT - Tutorial Recording",Yes,I am starting to fall behind,Quasi-confused.,"Installing apps, tracking which apps we need and don't need, or could need but don't currently need, figuring out if something has been installed or not via Anaconda Navigator, saving .py files, importing and uploading .py files, navigating Anaconda Navigator, keeping track of lecturer's typically fast-paced speech (I mean no offence; it is sometimes difficult to understand).",I can write some code but just the basics,5 (Always),Yes,Yes,"Python,Matlab",I completely understand,I somewhat understand,I completely understand,1009928170.0,LEC0101,,PRA0104,Civil,LEC0101,False,False,True,quasi confused ,-1.3,3.0
369,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241","320270, 320149, 320328","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241",2024-01-13 05:43:53 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,Content ,I still do not really understand the meaning behind a float and a string and what each of those mean in code.,I have never written a single line of computer code,3,Yes,Yes,,I completely understand,I somewhat understand,I somewhat understand,1009798998.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,content ,0.0,3.0
370,"APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241","320276, 320168, 320111","APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241",2024-01-13 05:09:45 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",I was studying for a term test for this course,"I prefer the teaching style in another section(s),I prefer the scheduling of the lectures in another section(s)",Following the lecture by looking at the content and listening to the instructor,LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,Good,Not yet,I can write some code but just the basics,2,Yes,Yes,Python,I completely understand,I completely understand,I completely understand,1009613223.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,good,1.9,3.0
371,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-01-13 05:09:31 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,Excited,,I can write some code but just the basics,5 (Always),Yes,Yes,"Python,Matlab,C/C++",I completely understand,I completely understand,I completely understand,1009821187.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,excited,1.4,3.0
372,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-01-13 04:54:12 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,good,Jupyter notebooks ,I can write some code but just the basics,5 (Always),Yes,Yes,"Python,Java",I completely understand,I completely understand,I completely understand,1010234792.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,good,1.9,3.0
373,"APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241","320323, 320149, 320262","APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241",2024-01-13 04:51:20 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",LEC0103 - Beck Lecture Recording,No,I am up-to-date,Pretty easy because I have learned coding in high school.,,I consider myself an advanced coder,4,Yes,Yes,"Python,Java,Javascript,HTML/CSS",I completely understand,I completely understand,I completely understand,1010192612.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,pretty easy because i have learned coding in high school ,4.1,3.0
374,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241","320111, 320239, 320299","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241",2024-01-13 04:49:32 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments for this course,I was working on assignments and/or projects for another course",None,Yes,I am up-to-date,Adequate,,I have never written a single line of computer code,4,Yes,Yes,Matlab,I completely understand,I completely understand,I somewhat understand,1009897471.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,adequate,0.9,3.0
375,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241","320129, 320307, 320246","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241",2024-01-13 04:40:33 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,Following the lecture by looking at the content and listening to the instructor,None,Yes,I am up-to-date,GOOD,NONE,I can write code at an intermediate level,4,Not sure,Yes,"Python,HTML/CSS",I completely understand,I completely understand,I completely understand,1009911516.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,good,1.9,3.0
376,"APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320323, 320111, 320168","APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-01-13 04:38:41 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,difficult ,Jupyter notebook,I can write some code but just the basics,3,No,Yes,"Python,Matlab",I somewhat understand,I somewhat understand,I somewhat understand,1010004184.0,LEC0101,TUT0107,PRA0101,Chemical,LEC0101,False,False,True,difficult ,0.0,3.0
377,"APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241","320246, 320129, 320307","APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241",2024-01-13 04:37:20 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,,Following the lecture by looking at the content and listening to the instructor,None,No,I am up-to-date,indifferent,nothing so far,I can write code at an intermediate level,3,Not sure,Yes,"Python,Matlab,Java,Other",I completely understand,I completely understand,I completely understand,1010244843.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,indifferent,-0.8,2.0
378,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-01-13 04:35:39 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,Great,,I can write code at an intermediate level,5 (Always),Yes,Yes,"Python,Matlab,Java",I completely understand,I completely understand,I completely understand,1010379494.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,great,3.1,3.0
379,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0102-20241","320111, 320299, 320224","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0102-20241",2024-01-13 04:31:01 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT - Tutorial Recording",No,I am up-to-date,Magnificent ,Linked lists,I can write some code but just the basics,4,Not sure,Yes,"Python,C/C++",I completely understand,I completely understand,I completely understand,1008765800.0,LEC0101,TUT0104,PRA0102,Track-One,LEC0101,False,False,True,magnificent ,0.0,3.0
380,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-01-13 04:23:24 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,Coding along with the instructor on my device,None,Yes,I am up-to-date,Review,float after an operation,I consider myself an advanced coder,4,Yes,Yes,"Python,Matlab,HTML/CSS,Other",I completely understand,I completely understand,I somewhat understand,1010102899.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,review,0.0,3.0
381,"APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241","320246, 320129, 320307","APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241",2024-01-13 04:18:26 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,No,I am up-to-date,good,Nothing so far.,I can write some code but just the basics,3,Not sure,Yes,"Matlab,C/C++,Java",I completely understand,I completely understand,I completely understand,1010425167.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,good,1.9,3.0
382,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241","320270, 320111, 320285","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241",2024-01-13 04:17:57 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,None,Yes,I am up-to-date,excited,I am not confused by any topics currently.,I can write some code but just the basics,3,Not sure,Yes,Matlab,I completely understand,I completely understand,I completely understand,1009857120.0,LEC0101,TUT0102,PRA0108,Track-One,LEC0101,False,False,True,excited,1.4,3.0
383,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241","320285, 320224, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241",2024-01-13 04:10:50 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments for this course",None,Yes,I am up-to-date,Comfortable,"Operators(It would have been nice to list all the required operators and their functions)

Syntax(I have heard from my friends from 2nd year that syntax is the most important as a basic foundation)",I have never written a single line of computer code,3,Not sure,Yes,"Matlab,Java,Other",I completely understand,I completely understand,I completely understand,1009391034.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,comfortable,2.3,3.0
384,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0105-20241","320111, 320323, 320246","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0105-20241",2024-01-13 04:08:04 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm),Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT - Tutorial Recording",Yes,I am starting to fall behind,It is important to study it.,"For installing python, I can not get the student certificate at the beginning, so it took me a while to solve it.",I can write some code but just the basics,3,Not sure,Yes,C/C++,I completely understand,I completely understand,I somewhat understand,,,,,,LEC0101,False,LEC0103,False,it is important to study it ,0.8,3.0
385,"APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241","320262, 320323, 320149","APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241",2024-01-13 04:04:19 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,Comfortable,JupyterHub organization,I can write code at an intermediate level,4,Yes,Yes,"Python,Matlab,Java,Javascript,HTML/CSS",I completely understand,I completely understand,I completely understand,1010125703.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,comfortable,2.3,3.0
