,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,midterm_review,function_return_check,while_loop_check,feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
345,"APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241","320246, 320129, 320307","APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241",2024-02-03 03:24:59 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities,I was working on assignments for this course,I was working on assignments and/or projects for another course","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,Worried,"classes and objects

calling a specific letter from a string and storing it in a variable",Somewhat prepared,I somewhat understand,I somewhat understand,none,1010376102.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,worried,-1.2,3.0
346,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241","320270, 320328, 320149","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241",2024-02-03 03:22:48 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Katia (TUT0108\, Tuesday\, 9 - 10 am)",,"PRA0102\, Wednesday\, 1 - 3 pm",Less than 2 hour,No,I am up-to-date,"Prepared

 ",,Somewhat prepared,I completely understand,I completely understand,,1009876984.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,"prepared

 ",0.0,3.0
347,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-02-03 03:22:24 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Distracted with non-academic activities,I was working on assignments for this course","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I have fallen behind,Overwhelmed ,While loops ,Somewhat prepared,I somewhat understand,I somewhat understand,I feel like the lectures are being taught faster and faster. ,1009800422.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,overwhelmed ,0.0,3.0
348,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0102-20241","320239, 320129, 320285","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0102-20241",2024-02-03 03:17:01 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments and/or projects for another course","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,Yes,I am up-to-date,Okay,String comparisons ,Somewhat prepared,I completely understand,I completely understand,.,1010295832.0,LEC0102,TUT0102,PRA0107,Mechanical,False,LEC0102,False,True,okay,0.9,3.0
349,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-02-03 03:14:50 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was studying for a term test for this course,,,"Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Ready,while loops,Somewhat prepared,I somewhat understand,I somewhat understand,"I think providing more/a variety of practice problems would benefit my learning.

 ",1010293852.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,ready,1.5,2.0
350,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320231, 320294, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-02-03 03:11:03 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","I was working on assignments for this course,I was working on assignments and/or projects for another course",Other,"Trying to solve the breakout problems,I was working on assignments for this course","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Confident,,Very prepared,I completely understand,I completely understand,,1010231429.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,confident,2.2,2.0
351,"APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241","320315, 320129, 320253","APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241",2024-02-03 03:09:00 UTC,I did not attend any lectures this week,"I was studying for a term test for another course,I was working on assignments for this course,I was working on assignments and/or projects for another course",Other,Other,"Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am starting to fall behind,okay,,Somewhat prepared,I somewhat understand,I somewhat understand,,1010259033.0,LEC0102,TUT0106,PRA0106,Mechanical,False,False,False,False,okay,0.9,0.0
352,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241","320328, 320111, 320231","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241",2024-02-03 03:07:09 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,I was working on assignments and/or projects for another course,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Good,,Very prepared,I completely understand,I completely understand,Good,1009847999.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,good,1.9,3.0
353,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-02-03 03:06:26 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was working on assignments for this course,I was working on assignments and/or projects for another course",Other,Other,"Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Easy,,Very prepared,I completely understand,I completely understand,,1010202576.0,LEC0101,TUT0101,PRA0101,Chemical,False,False,False,False,easy,1.9,0.0
354,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241","320285, 320239, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241",2024-02-03 03:00:54 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,The lecture times make them challenging to regularly attend",,,"Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am starting to fall behind,solid,,Somewhat prepared,I completely understand,I completely understand,,1009983387.0,LEC0101,TUT0102,PRA0104,Civil,False,False,False,False,solid,0.6,0.0
355,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241","320270, 320149, 320328","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241",2024-02-03 02:57:12 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",LEC0103 - Beck Lecture Recording,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,Yes,I am up-to-date,chill,"while loop

condtion

 ",Somewhat prepared,I completely understand,I completely understand,"Very good and effective lecture, prof. beck is an excellent professor! ",1009847196.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,chill,0.0,3.0
356,"APS106H1-S-TUT0103-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0103-20241","320294, 320149, 320231","APS106H1-S-TUT0103-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0103-20241",2024-02-03 02:55:23 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm)","The lectures are not an effective learning tool for me,Other","I prefer the scheduling of the lectures in another section(s),I prefer the room of the lectures in another section(s)",Following the lecture by looking at the content and listening to the instructor,"Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",Less than 2 hour,No,I have fallen behind,midterm,,Somewhat prepared,I completely understand,I somewhat understand,,1010008073.0,LEC0101,TUT0103,PRA0103,Mechanical,False,LEC0102,False,False,midterm,0.0,1.0
357,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320231, 320294, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-02-03 02:44:44 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,"Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,good,none,Very prepared,I completely understand,I completely understand,none,1009961677.0,LEC0101,TUT0103,PRA0103,Mechanical,LEC0101,False,False,True,good,1.9,3.0
358,"APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241","320285, 320111, 320224","APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241",2024-02-03 02:36:32 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",The lecture room is not conducive to learning,,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,nervewracking ,,Very prepared,I completely understand,I completely understand,,1010363740.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,nervewracking ,0.0,2.0
359,"APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241","320276, 320168, 320111","APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241",2024-02-03 02:29:29 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Prepared,I am up to date with the content,Somewhat prepared,I completely understand,I completely understand,I am comfortable with the pace,1010007635.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,prepared,0.9,3.0
360,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320168, 320276, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-02-03 02:26:48 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,prepped,,Somewhat prepared,I completely understand,I completely understand,"It was hard to download the slides and Jupyter notebook this week. The links through the Lecture Material module for the Goodman/Kinsella section weren't working. I eventually found the slides through clicking a bunch of other links, but it would be nice if slides were posted at the beginning of the week.

 ",1009804017.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,prepped,0.0,3.0
361,"APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241","320246, 320129, 320307","APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241",2024-02-03 02:15:10 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,No,I am up-to-date,indifferent,,Somewhat prepared,I completely understand,I completely understand,Wifi issues mostly resolved. Good job,1010244843.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,indifferent,-0.8,1.0
362,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0101-20241","320129, 320285, 320168","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0101-20241",2024-02-03 02:13:53 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0101\, Thursday\, 10 - 12 pm",Less than 2 hour,Yes,I am up-to-date,Good.,While Loops.,Somewhat prepared,I completely understand,I somewhat understand,None at the moment.,1009045846.0,LEC0102,TUT0102,PRA0101,Chemical,False,LEC0102,False,True,good ,1.9,3.0
363,"APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241","320294, 320231, 320111","APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241",2024-02-03 02:13:37 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities,I was working on assignments for this course,I was working on assignments and/or projects for another course","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording","PRA0103\, Monday\, 1 - 3 pm",4-8 hours,No,I have fallen behind,Nervous,"functions, while loops, generating a structure for code when given a word problem, python errors",Not prepared at all,I somewhat understand,I somewhat understand,"Please continue giving more support. Also, please slow down when taking up breakout problems during lecture and explain your thought process thoroughly when going over these problems. Thanks.",1010532461.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,nervous,-1.1,3.0
364,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320299, 320111, 320239","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-02-03 02:12:36 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,I was studying for a term test for this course",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was studying for a term test for this course","Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,Excited,,Somewhat prepared,I somewhat understand,I somewhat understand,,1010451976.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,excited,1.4,3.0
365,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-02-03 02:03:02 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm)","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording","PRA0102\, Wednesday\, 1 - 3 pm",2-4 hours,Yes,I am starting to fall behind,Nervous,While Loops,Somewhat prepared,I somewhat understand,I do not understand,Thank you!,1009991993.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,nervous,-1.1,3.0
