,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,feedback,pandas_feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
375,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320231, 320294, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-04-05 23:43:14 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",4-8 hours,Yes,I am starting to fall behind,Good,Panda,,I am not totally familiar with it😭need more time to study for it,1009795688.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,good,1.9,3.0
376,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320231, 320294, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-04-05 23:42:37 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems,I was working on assignments for this course","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,ready,pandas ,I like the breakout sessions they help a lot,A bit confused on how data frames work and the complexity of the methods,1010356650.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,ready,1.5,2.0
377,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241","320270, 320149, 320328","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241",2024-04-05 23:34:15 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,I did not attend any lab/practical sessions this week,2-4 hours,No,I have fallen behind,givenup ,,,,1010308686.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,givenup ,0.0,3.0
378,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-04-05 23:29:26 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,The lecture room is not conducive to learning,Other",Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,good,files and classes,,"felt a little unnecessary

 ",1010146806.0,LEC0101,TUT0103,PRA0103,Civil,False,False,False,False,good,1.9,0.0
379,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241","320149, 320239, 320299","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241",2024-04-05 23:28:13 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course","Katia (TUT0104\, Monday\, 10 - 11 am)",The Daily Pickle,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,Tired,Panda methods,The teaching of Pandas felt rushed this week.,"The Panda lectures were way too rushed, and the amount of material in them was large. It is hard when you leave stuff for us to go over later since we always don't have that much time. In the future, expand Pandas to a week of learning so everything can be covered in more detail. ",1008738449.0,LEC0103,TUT0104,PRA0104,Mechanical,False,False,LEC0103,True,tired,-1.9,3.0
380,"APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241","320262, 320323, 320149","APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241",2024-04-05 23:22:45 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,fun,,Lectures are so useful. Love how it is structured!,Cool coding package.,1010132189.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,fun,2.3,3.0
381,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-04-05 23:22:29 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,Coding along with the instructor on my device,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,:),:0,:),:),1008027573.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,  ,,3.0
382,"APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241","320224, 320111, 320285","APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241",2024-04-05 23:22:15 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I have fallen behind,nervous,csv files,The lectures are very fast,Pandas are a good way to help understand content with data sets,1010369272.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,nervous,-1.1,2.0
383,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241","320111, 320294, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241",2024-04-05 23:16:13 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,,"Following the lecture by looking at the content and listening to the instructor,Distracted with non-academic activities","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,good,pandas,none,I found the textbook more helpful and straightforward than the lectures,1010083491.0,LEC0101,TUT0103,PRA0101,Civil,LEC0101,False,False,True,good,1.9,2.0
384,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-04-05 23:15:39 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,The lecture room is not conducive to learning",,I was working on assignments and/or projects for another course,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am starting to fall behind,eepy ,,,"i wish we were learning more about making modules, rather than about a specific one",1009804017.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,eepy ,0.0,2.0
385,"APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320246, 320307, 320129","APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-04-05 23:15:20 UTC,"Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,good,,,,1010286209.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,good,1.9,1.0
386,"APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241","320262, 320323, 320111","APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241",2024-04-05 23:08:30 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,I was working on assignments for this course,"Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0107\, Monday\, 9 - 11 am",4-8 hours,Yes,I am starting to fall behind,ok,class,no,Good,1009825735.0,LEC0101,TUT0107,PRA0107,Industrial,LEC0101,False,False,True,ok,1.4,3.0
387,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241","320239, 320111, 320299","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241",2024-04-05 23:06:23 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",2-4 hours,No,I am starting to fall behind,Confused,Datatypes,Cool,A lot of methods and syntax to remember ,1010085603.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,confused,-1.3,3.0
388,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320231, 320294, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-04-05 22:59:55 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,good,nothing,,interesting ,1010274828.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,good,1.9,2.0
389,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-04-05 22:59:36 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",,"PRA0103\, Monday\, 1 - 3 pm",2-4 hours,No,I have fallen behind,concerned,"dealing with more complex OOP, pandas",More in person review sessions for the final!,"I think that Pandas are cool. We went through them pretty fast so it will take me a bit of time to catch up and get comfortable working with them, but in general I understand the gist of what they are and what can be done with them.",1010281455.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,concerned,0.0,3.0
390,"APS106H1-S-TUT0104-20241, APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241","320299, 320246, 320129","APS106H1-S-TUT0104-20241, APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241",2024-04-05 22:58:01 UTC,I did not attend any lectures this week,The lectures are not an effective learning tool for me,,,I did not attend any tutorials this week,,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,Good,,,,,,,,,False,False,False,False,good,1.9,0.0
391,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241","320129, 320246, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241",2024-04-05 22:53:00 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","I was working on assignments and/or projects for another course,The lecture times make them challenging to regularly attend","I prefer the teaching style in another section(s),I prefer the scheduling of the lectures in another section(s),I prefer the room of the lectures in another section(s)",Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I have fallen behind,anxious,panadas,,I need more practice with them so they are confusing right now,1009887339.0,LEC0102,TUT0105,PRA0105,Mechanical,LEC0101,False,False,False,anxious,-1.0,2.0
392,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320299, 320111, 320239","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-04-05 22:41:34 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,Other,I was working on assignments and/or projects for another course,"Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0104\, Thursday\, 12 - 2 pm",4-8 hours,No,I am starting to fall behind,Pleasant ,Classes ,,I don’t mind it.,1010732780.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,pleasant ,0.0,1.0
393,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-04-05 22:41:03 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",The lecture room is not conducive to learning,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0102\, Wednesday\, 1 - 3 pm",2-4 hours,No,I am up-to-date,Good ,Csv files,I wish we went a little more in depth with the uses of the stuff we’re learning. I find that I struggle more with application than the actual syntax and stuff but during design problem classes I can’t keep up with what’s happening cause it’s so loud in the lecture hall.,"Not bad, but I’m still slightly confused on what it’s supposed to be used for.",1009842495.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,good ,0.0,2.0
394,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320168, 320276, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-04-05 22:38:22 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,4-8 hours,No,I am up-to-date,worried,,,I wish we went through it more slower,1010392148.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,worried,-1.2,3.0
395,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-04-05 22:34:25 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0102\, Wednesday\, 1 - 3 pm",Less than 2 hour,Yes,I am starting to fall behind,almost ,file,so far so good,very interesting,1009878045.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,almost ,0.0,3.0
